    0.000000    -11.399158
    1.974516    -11.399158
    1.974516    190.483737
    1.974516    -11.399158
    3.586702    -11.399158
    3.586702    190.483737
    3.586702    -11.399158
    4.726689    -11.399158
    4.726689    190.483737
    4.726689    -11.399158
    5.713947    -11.399158
    5.713947    190.483737
    5.713947    -11.399158
    7.604402    -11.399158
    7.604402    190.483737
    7.604402    -11.399158
    8.591660    -11.399158
    8.591660    190.483737
    0.000000    190.483737
    0.000000    -11.399158
    0.000000      0.000000
    8.591660      0.000000
