    0.000000     -3.328276
    1.287870     -3.328276
    1.287870    109.735208
    1.287870     -3.328276
    1.845533     -3.328276
    1.845533    109.735208
    1.845533     -3.328276
    3.518525     -3.328276
    3.518525    109.735208
    3.518525     -3.328276
    5.095837     -3.328276
    5.095837    109.735208
    5.095837     -3.328276
    5.739772     -3.328276
    5.739772    109.735208
    5.739772     -3.328276
    6.383706     -3.328276
    6.383706    109.735208
    0.000000    109.735208
    0.000000     -3.328276
    0.000000      0.000000
    6.383706      0.000000
