    0.000000    -10.773461
    0.670721    -10.773461
    0.670721     28.752274
    0.670721    -10.773461
    0.961152    -10.773461
    0.961152     28.752274
    0.961152    -10.773461
    1.832445    -10.773461
    1.832445     28.752274
    1.832445    -10.773461
    2.653908    -10.773461
    2.653908     28.752274
    2.653908    -10.773461
    2.989268    -10.773461
    2.989268     28.752274
    2.989268    -10.773461
    3.324629    -10.773461
    3.324629     28.752274
    0.000000     28.752274
    0.000000    -10.773461
    0.000000      0.000000
    3.324629      0.000000
