    0.000000     -6.825017
    1.295353     -6.825017
    1.295353     83.956952
    1.295353     -6.825017
    2.353004     -6.825017
    2.353004     83.956952
    2.353004     -6.825017
    3.100876     -6.825017
    3.100876     83.956952
    3.100876     -6.825017
    3.748553     -6.825017
    3.748553     83.956952
    3.748553     -6.825017
    4.988759     -6.825017
    4.988759     83.956952
    4.988759     -6.825017
    5.636435     -6.825017
    5.636435     83.956952
    0.000000     83.956952
    0.000000     -6.825017
    0.000000      0.000000
    5.636435      0.000000
