    0.000000     -8.638613
    0.812433     -8.638613
    0.812433     46.176607
    0.812433     -8.638613
    1.164227     -8.638613
    1.164227     46.176607
    1.164227     -8.638613
    2.219610     -8.638613
    2.219610     46.176607
    2.219610     -8.638613
    3.214633     -8.638613
    3.214633     46.176607
    3.214633     -8.638613
    3.620850     -8.638613
    3.620850     46.176607
    3.620850     -8.638613
    4.027067     -8.638613
    4.027067     46.176607
    0.000000     46.176607
    0.000000     -8.638613
    0.000000      0.000000
    4.027067      0.000000
