#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 120 128
# Band-Index    1
   3.87761    -15.010677    -15.010702
   3.79746    -14.749176    -14.749201
   3.71732    -14.455839    -14.455863
   3.63718    -14.131451    -14.131474
   3.55703    -13.777178    -13.777200
   3.47689    -13.394663    -13.394684
   3.39675    -12.986287    -12.986308
   3.39675    -12.986287    -12.986308
   3.31174    -13.604443    -13.604466
   3.22674    -14.195606    -14.195629
   3.14173    -14.756473    -14.756498
   3.05673    -15.284779    -15.284806
   2.97172    -15.778544    -15.778572
   2.88672    -16.236269    -16.236297
   2.80171    -16.656855    -16.656885
   2.71671    -17.039218    -17.039248
   2.63170    -17.382517    -17.382549
   2.54670    -17.686222    -17.686254
   2.46170    -17.949688    -17.949721
   2.37669    -18.172542    -18.172575
   2.29169    -18.124629    -18.124662
   2.20668    -17.583415    -17.583446
   2.12168    -17.017939    -17.017969
   2.03667    -16.440790    -16.440817
   1.95167    -15.970273    -15.970297
   1.86666    -16.232090    -16.232116
   1.78166    -16.471931    -16.471958
   1.78166    -16.471931    -16.471958
   1.75332    -16.545849    -16.545876
   1.72499    -16.616490    -16.616518
   1.69665    -16.683603    -16.683631
   1.66832    -16.747161    -16.747190
   1.63998    -16.807025    -16.807053
   1.61165    -16.863097    -16.863126
   1.58331    -16.915297    -16.915326
   1.55498    -16.963549    -16.963578
   1.52664    -17.007765    -17.007795
   1.49831    -17.047941    -17.047971
   1.46997    -17.084004    -17.084034
   1.44164    -17.115914    -17.115944
   1.41330    -17.143635    -17.143665
   1.38497    -17.167138    -17.167168
   1.35664    -17.186400    -17.186430
   1.32830    -17.201401    -17.201431
   1.29997    -17.212126    -17.212157
   1.27163    -17.218565    -17.218596
   1.24330    -17.220705    -17.220735
   1.24330    -17.220705    -17.220735
   1.17786    -17.208514    -17.208545
   1.11242    -17.171932    -17.171962
   1.04699    -17.110979    -17.111009
   0.98155    -17.025829    -17.025859
   0.91611    -16.916398    -16.916427
   0.85068    -16.782859    -16.782889
   0.78524    -16.625357    -16.625386
   0.71980    -16.444131    -16.444160
   0.65437    -16.239246    -16.239275
   0.58893    -16.011027    -16.011054
   0.52349    -15.759774    -15.759802
   0.45806    -15.485846    -15.485873
   0.39262    -15.189688    -15.189714
   0.32718    -14.871831    -14.871856
   0.26175    -14.532917    -14.532941
   0.19631    -14.173806    -14.173830
   0.13087    -13.795411    -13.795434
   0.06544    -13.399028    -13.399049
   0.00000    -12.986287    -12.986308
 
# Band-Index    3
   0.00000    -12.986287    -12.986308
   0.06544    -13.399028    -13.399049
   0.13087    -13.795411    -13.795434
   0.19631    -14.173806    -14.173830
   0.26175    -14.532917    -14.532941
   0.32718    -14.871831    -14.871856
   0.39262    -15.189688    -15.189714
   0.45806    -15.485846    -15.485873
   0.52349    -15.759774    -15.759802
   0.58893    -16.011027    -16.011054
   0.65437    -16.239246    -16.239275
   0.71980    -16.444131    -16.444160
   0.78524    -16.625357    -16.625386
   0.85068    -16.782859    -16.782889
   0.91611    -16.916398    -16.916427
   0.98155    -17.025829    -17.025859
   1.04699    -17.110979    -17.111009
   1.11242    -17.171932    -17.171962
   1.17786    -17.208514    -17.208545
   1.24330    -17.220705    -17.220735
   1.24330    -17.220705    -17.220735
   1.27163    -17.218565    -17.218596
   1.29997    -17.212126    -17.212157
   1.32830    -17.201401    -17.201431
   1.35664    -17.186400    -17.186430
   1.38497    -17.167138    -17.167168
   1.41330    -17.143635    -17.143665
   1.44164    -17.115914    -17.115944
   1.46997    -17.084004    -17.084034
   1.49831    -17.047941    -17.047971
   1.52664    -17.007765    -17.007795
   1.55498    -16.963549    -16.963578
   1.58331    -16.915297    -16.915326
   1.61165    -16.863097    -16.863126
   1.63998    -16.807025    -16.807053
   1.66832    -16.747161    -16.747190
   1.69665    -16.683603    -16.683631
   1.72499    -16.616490    -16.616518
   1.75332    -16.545849    -16.545876
   1.78166    -16.471931    -16.471958
   1.78166    -16.471931    -16.471958
   1.86666    -16.232090    -16.232116
   1.95167    -15.970273    -15.970297
   2.03667    -15.695796    -15.695819
   2.12168    -15.423200    -15.423220
   2.20668    -15.172818    -15.172836
   2.29169    -14.967106    -14.967123
   2.37669    -14.819245    -14.819262
   2.46170    -14.722511    -14.722529
   2.54670    -14.655590    -14.655609
   2.63170    -14.596184    -14.596205
   2.71671    -14.527815    -14.527837
   2.80171    -14.439919    -14.439940
