    0.000000    -17.515078
    1.243296    -17.515078
    1.243296    110.333508
    1.243296    -17.515078
    1.781658    -17.515078
    1.781658    110.333508
    1.781658    -17.515078
    3.396747    -17.515078
    3.396747    110.333508
    3.396747    -17.515078
    4.919466    -17.515078
    4.919466    110.333508
    4.919466    -17.515078
    5.541114    -17.515078
    5.541114    110.333508
    5.541114    -17.515078
    6.162762    -17.515078
    6.162762    110.333508
    0.000000    110.333508
    0.000000    -17.515078
    0.000000      0.000000
    6.162762      0.000000
