#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS: 120 128
# Band-Index    1
   0.00000    -12.673784  0.756  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.756
   0.04139    -12.672478  0.756  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.756
   0.08277    -12.668584  0.760  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.760
   0.12416    -12.662152  0.760  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.760
   0.16555    -12.653278  0.760  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.760
   0.20694    -12.642101  0.760  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.760
   0.24832    -12.628780  0.764  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.764
   0.28971    -12.613515  0.764  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.764
   0.33110    -12.596537  0.764  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.764
   0.37248    -12.578099  0.768  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.768
   0.41387    -12.558477  0.768  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.768
   0.45526    -12.537965  0.772  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.772
   0.49664    -12.516870  0.776  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.776
   0.53803    -12.495504  0.776  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.776
   0.57942    -12.474172  0.780  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.780
   0.62081    -12.453178  0.780  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.780
   0.66219    -12.432804  0.784  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.784
   0.70358    -12.413314  0.788  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.788
   0.74497    -12.394945  0.788  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.788
   0.78635    -12.377897  0.791  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.791
   0.78635    -12.377897  0.791  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.791
