    0.000000    -15.735369
    0.786354    -15.735369
    0.786354     40.676040
    0.786354    -15.735369
    1.126855    -15.735369
    1.126855     40.676040
    1.126855    -15.735369
    2.148359    -15.735369
    2.148359     40.676040
    2.148359    -15.735369
    3.111442    -15.735369
    3.111442     40.676040
    3.111442    -15.735369
    3.504619    -15.735369
    3.504619     40.676040
    3.504619    -15.735369
    3.897796    -15.735369
    3.897796     40.676040
    0.000000     40.676040
    0.000000    -15.735369
    0.000000      0.000000
    3.897796      0.000000
