    0.000000    -11.341314
    0.768292    -11.341314
    0.768292     39.724706
    0.768292    -11.341314
    1.100972    -11.341314
    1.100972     39.724706
    1.100972    -11.341314
    2.099012    -11.341314
    2.099012     39.724706
    2.099012    -11.341314
    3.039973    -11.341314
    3.039973     39.724706
    3.039973    -11.341314
    3.424119    -11.341314
    3.424119     39.724706
    3.424119    -11.341314
    3.808264    -11.341314
    3.808264     39.724706
    0.000000     39.724706
    0.000000    -11.341314
    0.000000      0.000000
    3.808264      0.000000
