#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 120 128
# Band-Index    1
   3.41381    -19.340050    -19.339801
   3.34325    -19.323949    -19.323700
   3.27269    -19.310031    -19.309781
   3.20213    -19.299152    -19.298902
   3.13158    -19.291130    -19.290880
   3.06102    -19.286552    -19.286301
   2.99046    -19.284848    -19.284598
   2.99046    -19.284848    -19.284598
   2.91563    -19.288253    -19.288003
   2.84079    -19.297768    -19.297518
   2.76595    -19.313987    -19.313737
   2.69111    -19.335635    -19.335386
   2.61628    -19.362084    -19.361836
   2.54144    -19.392345    -19.392097
   2.46660    -19.424955    -19.424708
   2.39176    -19.458456    -19.458210
   2.31693    -19.492333    -19.492088
   2.24209    -19.524710    -19.524466
   2.16725    -19.555149    -19.554905
   2.09242    -19.582070    -19.581826
   2.01758    -19.584620    -19.584377
   1.94274    -19.546952    -19.546708
   1.86790    -19.513818    -19.513574
   1.79307    -19.486147    -19.485902
   1.71823    -19.467200    -19.466954
   1.64339    -19.476408    -19.476162
   1.56855    -19.484480    -19.484235
   1.56855    -19.484480    -19.484235
   1.54361    -19.486908    -19.486663
   1.51866    -19.489006    -19.488761
   1.49372    -19.491101    -19.490856
   1.46877    -19.493065    -19.492820
   1.44383    -19.494964    -19.494719
   1.41888    -19.496728    -19.496483
   1.39393    -19.498356    -19.498111
   1.36899    -19.499716    -19.499471
   1.34404    -19.501149    -19.500905
   1.31910    -19.502382    -19.502137
   1.29415    -19.503419    -19.503174
   1.26921    -19.504316    -19.504071
   1.24426    -19.505294    -19.505049
   1.21931    -19.506001    -19.505757
   1.19437    -19.506442    -19.506198
   1.16942    -19.506890    -19.506645
   1.14448    -19.507273    -19.507028
   1.11953    -19.507601    -19.507356
   1.09459    -19.507667    -19.507422
   1.09459    -19.507667    -19.507422
   1.03698    -19.505863    -19.505618
   0.97937    -19.501617    -19.501372
   0.92176    -19.494418    -19.494173
   0.86415    -19.484581    -19.484336
   0.80654    -19.472415    -19.472170
   0.74893    -19.457956    -19.457710
   0.69132    -19.442076    -19.441830
   0.63371    -19.424969    -19.424722
   0.57610    -19.406935    -19.406688
   0.51849    -19.388433    -19.388185
   0.46088    -19.369944    -19.369696
   0.40327    -19.352216    -19.351968
   0.34566    -19.335969    -19.335720
   0.28805    -19.321010    -19.320761
   0.23044    -19.308590    -19.308340
   0.17283    -19.298230    -19.297980
