    0.000000     -4.746713
    1.265353     -4.746713
    1.265353    107.889246
    1.265353     -4.746713
    1.813267     -4.746713
    1.813267    107.889246
    1.813267     -4.746713
    3.457008     -4.746713
    3.457008    107.889246
    3.457008     -4.746713
    5.006742     -4.746713
    5.006742    107.889246
    5.006742     -4.746713
    5.639419     -4.746713
    5.639419    107.889246
    5.639419     -4.746713
    6.272095     -4.746713
    6.272095    107.889246
    0.000000    107.889246
    0.000000     -4.746713
    0.000000      0.000000
    6.272095      0.000000
