    0.000000    -18.126823
    1.046465    -18.126823
    1.046465     71.380905
    1.046465    -18.126823
    1.499598    -18.126823
    1.499598     71.380905
    1.499598    -18.126823
    2.858997    -18.126823
    2.858997     71.380905
    2.858997    -18.126823
    4.140650    -18.126823
    4.140650     71.380905
    4.140650    -18.126823
    4.663883    -18.126823
    4.663883     71.380905
    4.663883    -18.126823
    5.187115    -18.126823
    5.187115     71.380905
    0.000000     71.380905
    0.000000    -18.126823
    0.000000      0.000000
    5.187115      0.000000
