    0.000000    -12.343821
    0.771030    -12.343821
    0.771030     40.359902
    0.771030    -12.343821
    1.104896    -12.343821
    1.104896     40.359902
    1.104896    -12.343821
    2.106494    -12.343821
    2.106494     40.359902
    2.106494    -12.343821
    3.050810    -12.343821
    3.050810     40.359902
    3.050810    -12.343821
    3.436325    -12.343821
    3.436325     40.359902
    3.436325    -12.343821
    3.821840    -12.343821
    3.821840     40.359902
    0.000000     40.359902
    0.000000    -12.343821
    0.000000      0.000000
    3.821840      0.000000
