#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.7727  -11.0596  -11.0596  -11.0596  -11.0596   -5.6431   -5.6431   -5.6431   -5.6431   -3.2991   -3.2991   -3.2991   -3.2991   -1.2779   -1.2779   -1.2779   -1.2779    2.4709    2.4709    2.4709    2.4709    5.3379    5.3379    5.3379    5.3379    5.4004    5.4004    5.4004    5.4004    5.5480    5.5480    5.5480    5.5480    8.1693    8.1693    8.1693    8.1693    9.9360    9.9360    9.9360    9.9360   12.1814   12.1814   12.1814   12.1814   12.8879   12.8879   12.8879   12.8879   13.7554   13.7554   13.7554   13.7554   16.8058   16.8058   16.8058   16.8058   17.5903   17.5903   17.5903   17.5903   18.5072   18.5072   18.5073   18.5076
  0.7903  -11.0879  -11.0592  -11.0592  -11.0312   -5.6883   -5.6455   -5.6455   -5.6012   -3.3332   -3.2954   -3.2954   -3.2572   -1.3060   -1.2797   -1.2797   -1.2496    2.4635    2.4720    2.4720    2.4739    5.2762    5.2810    5.2810    5.3259    5.3491    5.3934    5.3934    5.4473    5.5442    5.6099    5.6099    5.6329    8.1417    8.1759    8.1759    8.2071    9.8391    9.9359    9.9359   10.0230   12.0850   12.1673   12.1673   12.2464   12.8836   12.8923   12.8923   12.9068   13.6784   13.7679   13.7679   13.8599   16.6681   16.8020   16.8020   16.9343   17.5378   17.5813   17.5813   17.6444   18.3801   18.4470   18.4471   18.5077
  0.8079  -11.1160  -11.0580  -11.0580  -11.0029   -5.7364   -5.6528   -5.6528   -5.5630   -3.3594   -3.2843   -3.2843   -3.2071   -1.3338   -1.2851   -1.2851   -1.2213    2.4525    2.4716    2.4753    2.4753    5.1681    5.1681    5.1754    5.2806    5.2942    5.3930    5.3930    5.4896    5.5880    5.7169    5.7169    5.7575    8.1238    8.1957    8.1957    8.2552    9.7357    9.9355    9.9355   10.0960   11.9776   12.1279   12.1279   12.2637   12.8676   12.9029   12.9029   12.9621   13.6393   13.8050   13.8050   13.9837   16.5322   16.7893   16.7893   17.0260   17.5157   17.5541   17.5541   17.6889   18.1797   18.3239   18.3240   18.4285
  0.8255  -11.1437  -11.0561  -11.0561  -10.9748   -5.7870   -5.6647   -5.6647   -5.5286   -3.3783   -3.2661   -3.2661   -3.1491   -1.3611   -1.2940   -1.2940   -1.1931    2.4387    2.4630    2.4806    2.4806    5.0442    5.0442    5.0702    5.2269    5.2362    5.3960    5.3960    5.5270    5.6455    5.8274    5.8274    5.8958    8.1152    8.2287    8.2287    8.3138    9.6284    9.9350    9.9350   10.1495   11.8745   12.0697   12.0697   12.2350   12.8237   12.9141   12.9141   13.0539   13.6435   13.8656   13.8656   14.1222   16.4031   16.7625   16.7625   17.0385   17.5092   17.5092   17.5679   17.7196   17.9535   18.1979   18.1979   18.3217
  0.8431  -11.1710  -11.0533  -11.0533  -10.9471   -5.8393   -5.6809   -5.6809   -5.4981   -3.3900   -3.2411   -3.2411   -3.0831   -1.3879   -1.3063   -1.3063   -1.1652    2.4227    2.4471    2.4873    2.4873    4.9187    4.9187    4.9704    5.1711    5.1758    5.4009    5.4009    5.5592    5.7081    5.9336    5.9336    6.0406    8.1153    8.2750    8.2750    8.3828    9.5191    9.9345    9.9345   10.1777   11.7863   12.0000   12.0000   12.1755   12.7520   12.9211   12.9211   13.1675   13.6857   13.9473   13.9473   14.2729   16.2832   16.7134   16.7134   16.9742   17.4520   17.4520   17.6942   17.7178   17.7354   18.0921   18.0921   18.2047
  0.8607  -11.1976  -11.0498  -11.0498  -10.9200   -5.8929   -5.7010   -5.7010   -5.4714   -3.3951   -3.2099   -3.2099   -3.0095   -1.4140   -1.3218   -1.3218   -1.1378    2.4051    2.4229    2.4948    2.4948    4.7950    4.7950    4.8793    5.1138    5.1151    5.4073    5.4073    5.5864    5.7733    6.0324    6.0324    6.1889    8.1236    8.3344    8.3344    8.4622    9.4096    9.9344    9.9344   10.1756   11.7194   11.9246   11.9246   12.0985   12.6619   12.9212   12.9212   13.2882   13.7548   14.0469   14.0469   14.4349   16.1744   16.6320   16.6320   16.8706   17.3949   17.3949   17.4783   17.7365   17.8599   18.0128   18.0128   18.0834
  0.8783  -11.2235  -11.0455  -11.0455  -10.8938   -5.9469   -5.7247   -5.7247   -5.4485   -3.3939   -3.1731   -3.1731   -2.9287   -1.4392   -1.3402   -1.3402   -1.1111    2.3864    2.3897    2.5025    2.5025    4.6753    4.6753    4.7987    5.0509    5.0595    5.4150    5.4150    5.6087    5.8400    6.1225    6.1225    6.3389    8.1396    8.4066    8.4066    8.5515    9.3015    9.9351    9.9351   10.1409   11.6741   11.8477   11.8477   12.0125   12.5651   12.9135   12.9135   13.4062   13.8401   14.1600   14.1600   14.6076   16.0783   16.5130   16.5130   16.7506   17.2377   17.3510   17.3510   17.7241   17.9570   17.9570   17.9600   18.0451
  0.8959  -11.2486  -11.0405  -11.0405  -10.8686   -6.0008   -5.7513   -5.7513   -5.4289   -3.3870   -3.1314   -3.1314   -2.8411   -1.4636   -1.3613   -1.3613   -1.0853    2.3469    2.3670    2.5092    2.5092    4.5615    4.5615    4.7293    4.9880    5.0048    5.4239    5.4239    5.6263    5.9077    6.2029    6.2029    6.4889    8.1625    8.4907    8.4907    8.6504    9.1962    9.9373    9.9373   10.0756   11.6435   11.7724   11.7724   11.9220   12.4730   12.8985   12.8985   13.5150   13.9344   14.2820   14.2820   14.7896   15.9962   16.3607   16.3607   16.6261   16.9971   17.3250   17.3250   17.6996   17.8359   17.9196   17.9196   18.2414
  0.9135  -11.2729  -11.0347  -11.0347  -10.8447   -6.0538   -5.7805   -5.7805   -5.4126   -3.3747   -3.0856   -3.0856   -2.7471   -1.4870   -1.3847   -1.3847   -1.0606    2.2943    2.3471    2.5138    2.5138    4.4554    4.4554    4.6716    4.9257    4.9512    5.4338    5.4338    5.6397    5.9762    6.2732    6.2732    6.6369    8.1919    8.5853    8.5853    8.7585    9.0956    9.9419    9.9419    9.9853   11.6139   11.7010   11.7010   11.8298   12.3979   12.8768   12.8768   13.6101   14.0328   14.4076   14.4076   14.9790   15.9297   16.1868   16.1868   16.5056   16.7573   17.3135   17.3135   17.6648   17.7116   17.8970   17.8970   18.4450
  0.9311  -11.2961  -11.0283  -11.0283  -10.8223   -6.1053   -5.8117   -5.8117   -5.3992   -3.3575   -3.0366   -3.0366   -2.6475   -1.5093   -1.4100   -1.4100   -1.0371    2.2320    2.3272    2.5152    2.5152    4.3586    4.3586    4.6254    4.8648    4.8987    5.4446    5.4446    5.6491    6.0451    6.3336    6.3336    6.7807    8.2274    8.6883    8.6883    8.8751    9.0016    9.8765    9.9506    9.9506   11.5686   11.6349   11.6349   11.7378   12.3523   12.8494   12.8494   13.6876   14.1317   14.5296   14.5296   15.1715   15.8802   16.0052   16.0052   16.3979   16.5190   17.3101   17.3101   17.5874   17.6214   17.8875   17.8875   18.6535
  0.9487  -11.3183  -11.0211  -11.0211  -10.8016   -6.1546   -5.8444   -5.8444   -5.3883   -3.3358   -2.9851   -2.9851   -2.5427   -1.5305   -1.4369   -1.4369   -1.0152    2.1606    2.3073    2.5119    2.5119    4.2728    4.2728    4.5903    4.8059    4.8475    5.4560    5.4560    5.6550    6.1142    6.3845    6.3845    6.9175    8.2684    8.7969    8.7969    8.9170    8.9997    9.7557    9.9651    9.9651   11.4959   11.5752   11.5752   11.6471   12.3429   12.8168   12.8168   13.7442   14.2287   14.6360   14.6360   15.3593   15.8330   15.8330   15.8491   16.2824   16.3151   17.3092   17.3092   17.4638   17.5708   17.8908   17.8908   18.8650
  0.9663  -11.3394  -11.0133  -11.0133  -10.7829   -6.2011   -5.8782   -5.8782   -5.3796   -3.3100   -2.9322   -2.9322   -2.4335   -1.5504   -1.4648   -1.4648   -0.9950    2.0808    2.2877    2.5028    2.5028    4.1996    4.1996    4.5653    4.7498    4.7977    5.4679    5.4679    5.6578    6.1832    6.4267    6.4267    7.0436    8.3144    8.8452    8.9074    8.9074    9.1318    9.6282    9.9884    9.9884   11.3949   11.5230   11.5230   11.5587   12.3664   12.7797   12.7797   13.7765   14.3221   14.7055   14.7055   15.5270   15.6948   15.6948   15.8376   16.0479   16.2766   17.3072   17.3072   17.3410   17.5146   17.9065   17.9065   18.9084
  0.9840  -11.3593  -11.0048  -11.0048  -10.7665   -6.2442   -5.9127   -5.9127   -5.3728   -3.2803   -2.8788   -2.8788   -2.3205   -1.5690   -1.4932   -1.4932   -0.9768    1.9938    2.2686    2.4870    2.4870    4.1401    4.1401    4.5492    4.6969    4.7492    5.4799    5.4799    5.6580    6.2518    6.4612    6.4612    7.1542    8.3653    8.7904    9.0152    9.0152    9.2708    9.4981   10.0237   10.0237   11.2717   11.4735   11.4786   11.4786   12.4133   12.7384   12.7384   13.7815   14.4109   14.7068   14.7068   15.6238   15.6238   15.6500   15.8156   15.8465   16.3100   17.2189   17.3022   17.3022   17.4541   17.9340   17.9340   18.7813
  1.0016  -11.3780  -10.9957  -10.9957  -10.7525   -6.2833   -5.9475   -5.9475   -5.3677   -3.2472   -2.8261   -2.8261   -2.2045   -1.5863   -1.5216   -1.5216   -0.9608    1.9009    2.2500    2.4641    2.4641    4.0950    4.0950    4.5406    4.6478    4.7022    5.4916    5.4916    5.6559    6.3196    6.4890    6.4890    7.2439    8.4205    8.7577    9.1153    9.1153    9.3685    9.4162   10.0751   10.0751   11.1333   11.3921   11.4425   11.4425   12.4737   12.6930   12.6930   13.7574   14.4952   14.6231   14.6231   15.5858   15.6376   15.6376   15.7167   15.8757   16.4294   17.0979   17.2942   17.2942   17.3905   17.9719   17.9719   18.6554
  1.0192  -11.3954  -10.9860  -10.9860  -10.7412   -6.3181   -5.9822   -5.9822   -5.3638   -3.2109   -2.7752   -2.7752   -2.0861   -1.6022   -1.5492   -1.5492   -0.9471    1.8034    2.2321    2.4342    2.4342    4.0641    4.0641    4.5380    4.6030    4.6566    5.5028    5.5028    5.6518    6.3863    6.5113    6.5113    7.3073    8.4798    8.7519    9.2031    9.2031    9.2422    9.5673   10.1456   10.1456   10.9852   11.3155   11.4151   11.4151   12.5401   12.6436   12.6436   13.7038   14.4754   14.4754   14.5761   15.3586   15.7157   15.7157   15.7497   15.9241   16.6121   16.9781   17.2846   17.2846   17.3249   18.0183   18.0183   18.5306
  1.0368  -11.4116  -10.9757  -10.9757  -10.7329   -6.3479   -6.0167   -6.0167   -5.3610   -3.1716   -2.7272   -2.7272   -1.9664   -1.6166   -1.5754   -1.5754   -0.9360    1.7028    2.2149    2.3982    2.3982    4.0470    4.0470    4.5400    4.5630    4.6125    5.5131    5.5131    5.6461    6.4515    6.5295    6.5295    7.3411    8.5429    8.7754    9.1210    9.2758    9.2758    9.7238   10.2366   10.2366   10.8311   11.2444   11.3969   11.3969   12.5899   12.5899   12.6071   13.6225   14.2945   14.2945   14.6555   15.1344   15.7766   15.8271   15.8271   15.9896   16.8287   16.8594   17.2585   17.2758   17.2758   18.0710   18.0710   18.4073
  1.0544  -11.4263  -10.9650  -10.9650  -10.7277   -6.3725   -6.0504   -6.0504   -5.3591   -3.1297   -2.6836   -2.6836   -1.8461   -1.6295   -1.5995   -1.5995   -0.9276    1.6006    2.1985    2.3574    2.3574    4.0422    4.0422    4.5282    4.5449    4.5698    5.5220    5.5220    5.6390    6.5145    6.5447    6.5447    7.3455    8.6095    8.8268    9.0069    9.3335    9.3335    9.8850   10.3461   10.3461   10.6737   11.1799   11.3885   11.3885   12.5314   12.5314   12.6711   13.5170   14.1008   14.1008   14.7360   14.9133   15.8104   15.9510   15.9510   16.0695   16.7420   17.0616   17.1924   17.2707   17.2707   18.1278   18.1278   18.2857
  1.0720  -11.4397  -10.9537  -10.9537  -10.7257   -6.3914   -6.0834   -6.0834   -5.3579   -3.0852   -2.6455   -2.6455   -1.7264   -1.6409   -1.6206   -1.6206   -0.9222    1.4984    2.1828    2.3137    2.3137    4.0481    4.0481    4.4989    4.5287    4.5513    5.5293    5.5293    5.6309    6.5583    6.5583    6.5748    7.3243    8.6795    8.9012    8.9014    9.3782    9.3782   10.0505   10.4692   10.4692   10.5151   11.1232   11.3911   11.3911   12.4672   12.4672   12.7294   13.3915   13.9059   13.9059   14.6956   14.8198   15.8551   16.0745   16.0745   16.1601   16.6260   17.1281   17.2731   17.2731   17.3006   18.1660   18.1872   18.1872
  1.0896  -11.4516  -10.9419  -10.9419  -10.7272   -6.4043   -6.1152   -6.1152   -5.3571   -3.0384   -2.6144   -2.6144   -1.6507   -1.6383   -1.6383   -1.6086   -0.9199    1.3979    2.1680    2.2690    2.2690    4.0628    4.0628    4.4754    4.4891    4.5579    5.5346    5.5346    5.6218    6.5716    6.5716    6.6318    7.2830    8.7526    8.8060    8.9911    9.4130    9.4130   10.2198   10.3568   10.5985   10.5985   11.0757   11.4065   11.4065   12.3965   12.3965   12.7804   13.2505   13.7175   13.7175   14.4817   14.9092   15.9102   16.1884   16.1884   16.2574   16.5115   17.0677   17.2875   17.2875   17.5378   18.0485   18.2478   18.2478
  1.1072  -11.4620  -10.9298  -10.9298  -10.7321   -6.4110   -6.1459   -6.1459   -5.3567   -2.9895   -2.5911   -2.5911   -1.6588   -1.6519   -1.6519   -1.4941   -0.9208    1.3010    2.1540    2.2254    2.2254    4.0842    4.0842    4.4511    4.4581    4.5631    5.5377    5.5377    5.6120    6.5857    6.5857    6.6846    7.2272    8.7218    8.8286    9.0889    9.4409    9.4409   10.2005   10.3921   10.7256   10.7256   11.0392   11.4372   11.4372   12.3183   12.3183   12.8233   13.0982   13.5423   13.5423   14.2719   15.0054   15.9739   16.2851   16.2851   16.3559   16.3985   17.0145   17.3181   17.3181   17.7626   17.9331   18.3091   18.3091
